,rating,review,displayName,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,score,timeFromCreation,user.displayName,user.accountLink,user.realm,user.userId,displayImageUrl
2657,5,"It was amazing! I loved everything! The action the suspense, the star cast and newcomers! All amazing action packed movie! This was my first time seeing this movie, but people around me at the movies had seen this same movie multiple times because it’s a really great movie!",Absolutely Amazing Movie,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Absolutely Amazing Movie,,Fandango,C6C3D85D-BC4E-4CF8-BDFB-8E993087E13A,
2658,4,a fun nostalgic movie.,AK nymph,TRUE,FALSE,FALSE,FALSE,4,"Jul 23, 2022",AK nymph,,Fandango,7D4F43EA-0327-4940-89A0-AB4BE7018E44,
2659,5,LOVED LOVED THE MOVIE,Lauren,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Lauren,,Fandango,CC50959A-FFCB-4414-B93F-F312229FA3AA,
2660,5,"Great cinema photography.
Great acting 
Good story line
First movie I have seen since the pandemic and this is one that should be seen in the movie theater .
Ive missed the movies and that big awesome screen. Tv just doesnt do the trick.",Kelly,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Kelly,,Fandango,136fbecc-e02a-46f4-b5f5-7771522c254f,
2661,5,Name a better sequel.,JC,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",JC,,Fandango,E59D51E8-D195-4F3E-8650-CF7357A28E51,
2662,4.5,Nice tie in to original story. Good action. Cruise did good!,Montanakilt,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 23, 2022",Montanakilt,,Fandango,1fe8e1b0-2668-46ba-af12-08300cc0f1e0,
2663,5,Definitely worth watching in a theater. Catch it before it's not on the big screen anymore. *Not required to have seen the original Top Gun* This story feels in enough backstory to understand the characters. Fun cinematic experience. ,,FALSE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",,,Flixster,e5d4df01-c9e2-42c9-b0b8-bdbe57070d5a,
2664,3.5,Too close to the first one.,Google,TRUE,FALSE,FALSE,FALSE,3.5,"Jul 23, 2022",Google,,Fandango,6e3c466d-a5b6-46ed-935b-3b75e2d97fcd,
2665,5,"lots of action, but same story line  from Top gun.  A man who doesn't like to follow orders.",Gary,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Gary,,Fandango,b9a4dbba-0595-49f0-bd44-e3dc24afc699,
2666,5,"The movie lived up to its reputation. Excellent action sequences, the entire cast did a wonderful job!!!!",Joshua V,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Joshua V,,Fandango,56885486-b044-4d07-aeef-091087428a6f,
2667,5,"Best movie of 2022, incredible visuals, incredible sound design, the real F-18's and F-15's made the movie even more incredible than it is, I know this movie will age super well and go on to be one of the greatest sequels to an original movie ever.",Samuel J,FALSE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Samuel J,/user/id/978536736,RT,978536736,
2668,5,Great movie and more than I expected! Its not just a tired rehash of the good hits from the first movie (as I thought it would be). Theres just enough throw back to the first movie to be nostalgic and plenty of storyline for this movie to stand on its own.,Bun,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Bun,,Fandango,f0a384d7-298e-41c0-b006-49c3cbb170c4,
2669,5,Best Tom Cruise Movie of the decade!,Carla C,FALSE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Carla C,/user/id/979659438,RT,979659438,
2670,3,"Starts out great but then goes downhill. The movie assumes you are an imbecile who knows nothing about military planes and military technology. There are completely ridiculous situations which for example show two pilots steal a jet from an army base thats completely devoid of any guards or soldiers leaving the jet free for the taking. Then theres Maverick taking out 2 Generation 5 jets with one much older jet And finally theres Hangman in the end destroying A gen 5 stealth with him much older Hornet with the enemy never even knowing he was coming or his missile launch! 3 words Stupid, ridiculous, unrealistic!",Military Buff,TRUE,FALSE,FALSE,FALSE,3,"Jul 23, 2022",Military Buff,,Fandango,d484a1fc-ae1a-48df-be1e-b3fec97548ba,
2671,5,"Top Gun, was top drawer!",top gun,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",top gun,,Fandango,68BD2EF7-9AF3-4296-B8B2-2B0D6D30AACD,
2672,5,"Has To be seen and heard in a Movie Theater 
To appreciate the afterburners",Vincent Quick,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Vincent Quick,,Fandango,1f1c545d-1652-471f-bbfd-f564cd5d4a2a,
2673,5,"Fantastic movie, Real flying at its best",John,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",John,,Fandango,bf84824f-9967-48d5-8bf9-16e462d2d244,
2674,5,"No political or social messages involved, just a feel good movie with good moral values.",Gary A,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Gary A,,Fandango,d3507133-d697-45be-b771-f0cc4e657656,
2675,5,"I loved it.  Full of action and great music.  Thought I knew what was gonna happen but then, plot twist.",James Z,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",James Z,,Fandango,CC7E77BB-4C6E-4BC0-AEA6-22C6AB2FA3C3,
2676,4.5,"Great story and action packed,",Kimberly,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 23, 2022",Kimberly,,Fandango,14B50283-3796-4A07-80F5-F47ABDD15BBB,
2677,5,"Oh my goodness!! We enjoyed that movie (we arrived half hour late), there were a few guests that were talking during the movie—but they were shushed.
We will be buying that movie when it comes out!",Aileen,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Aileen,,Fandango,8b7354d2-67ae-4a10-ada8-dfff74964b8b,
2678,5,Totally enjoyable. Exhilarating and surprisingly moving at times. Tom Cruise may not be an Oscar caliber actor but he knows how to make really good movies. And still us the star power and charisma to carry a movie on his own. This was my 2nd time seeing it. Took my son this time. Highly recommended.,Michael D,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Michael D,,Fandango,5a9e5ad0-687d-4c6e-bf31-ba67a8a75ca8,
2679,5,"Thought there was no way it could live up to the hype, but even BETTER than I imagined!!! Movie of the Decade!!!",DWIGHT H,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",DWIGHT H,,Fandango,5146b3f1-4e16-4fb7-b348-268ac78e5043,
2680,5,It was a great movie just like the first top gun!,Stephen,FALSE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Stephen,,Fandango,38ebe8a9-a1d4-44fd-ab71-077c42fe6e1f,
2681,5,"Movie was amazing. Finally a good movie in a theater that wasn't a superhero movie.
Amazing sequel that was worth the wait",krazyQ,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",krazyQ,,Fandango,9c3ac414-c7f0-47b9-8f8c-04eabe716c86,
2682,5,"Very good photography and sound, better than the first TopGun.",Raymond,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Raymond,,Fandango,abdf895f-1233-42da-b42b-c73ef2cec270,
2683,5,amazing...everything and then some,Janelle,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Janelle,,Fandango,FF7DF299-EC68-4EA1-AFB6-00440F769529,
2684,5,"Great story, language was good, romantic part but not over the top. Very appropriate. Great story! Great nod to the military and the real reason they exist. Loved it all!",Melissa,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Melissa,,Fandango,2ea1794b-b420-42d0-8e01-05cf842b6244,
2685,3.5,"It was good. If someone didn't see the original Top Gun, I don't think they would fully understand the story line.",T-Rex,TRUE,FALSE,FALSE,FALSE,3.5,"Jul 23, 2022",T-Rex,,Fandango,948d33be-a344-4ecb-a684-00316f015817,
2686,4,"Good movie, but of course it will never top the original Top Gun",Deborah Allen,TRUE,FALSE,FALSE,FALSE,4,"Jul 23, 2022",Deborah Allen,,Fandango,365c5de1-6598-4eca-9b90-1ff5c12469c6,
2687,5,"Absolutely loved the tmpo, music, acting, weaving 30 year old Top Gun with today's TG-Maverick, flight acrobatic scenes.",Pamela D,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Pamela D,,Fandango,f2491e67-02a4-4246-bb1c-0b8d44aabe74,
2688,5,"it was exciting, the storyline was done well.  No cursing, No sex, just a nice clean movie. My third time watching it...",Constance S,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Constance S,,Fandango,27f86516-8fa9-4e76-9fa3-f6f56b268bab,
2689,5,Amazing!!!!  So great!,Susanne J,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Susanne J,,Fandango,cf84fb58-5daa-4faa-b129-dae5928649ca,
2690,5,"Great paralleling and great nostalgia.  
The actors slipped into their roles brilliantly.",Jack,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Jack,,Fandango,375bf083-6f70-4e80-8845-edfb8989dc54,
2691,5,"Great movie, very entertaining.",Glenn S,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Glenn S,,Fandango,8947c6ba-908b-4009-bcfd-bdb82e65c7ed,
2692,4.5,"Great movie, some of the language was completely unnecessary, the adult scene as well. Very intense, exciting, kept you riveted throughout.",Google,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 23, 2022",Google,,Fandango,52fe2b7b-300d-4ae9-9274-70e93c0faa5c,
2693,5,Mostly true to life filming with minimal CGI.  Very suspenseful.,Rick R,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Rick R,,Fandango,d6ab550b-da26-456b-879d-d41e395ce780,
2694,5,"The story line, complexity of shooting it, all done with no coarse language etc.",Google,FALSE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",Google,,Fandango,8acacfa7-f83e-450f-beef-dc71952bf042,
2695,4,Was the best movie of the year until Nope premiered. ,,FALSE,FALSE,FALSE,FALSE,4,"Jul 23, 2022",,,Flixster,51743f48-dcbc-453a-8941-27977cd41dac,
2696,5,Better than the original!,mary k,TRUE,FALSE,FALSE,FALSE,5,"Jul 23, 2022",mary k,,Fandango,107555a1-309b-4cfe-913a-ba6b4b5dd161,
2697,4,Begins a little slow but turns into a great movie,Michael,FALSE,FALSE,FALSE,FALSE,4,"Jul 23, 2022",Michael,,Fandango,4ed435bc-ce6b-43ce-adcb-9553fa3db02f,
2698,4,"Tom has become a much better actor. He really sold the show. 
The cast was good too but, it was a joy to see Val back at work!",Sarah Smart,TRUE,FALSE,FALSE,FALSE,4,"Jul 23, 2022",Sarah Smart,,Fandango,6723964d-8868-4e1b-807f-17a3e33f08d9,
2699,5,Right up there with Top Gun!,Terri,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Terri,,Fandango,ab6cb532-ebbb-4670-9221-15c305402c40,
2700,4,Lots of excitement  and suspense,Ryan  Y,FALSE,FALSE,FALSE,FALSE,4,"Jul 22, 2022",Ryan  Y,/user/id/979659164,RT,979659164,
2701,5,Loved it!! It’s a must see.,Tammy,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Tammy,,Fandango,053EB088-0254-4EB9-A668-01DD87C3B098,
2702,5,"It was nostalgic, and had a good storyline. The jet scenes definitely keep me perked up in my seat. Im so glad Iceman made an appearance!",Pepper,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Pepper,,Fandango,5f47f55c-cac2-4b8c-8449-50fae48fa695,
2703,5,"Absolute must see if you saw the first Top Gun. If not, its an awesome movie to see! Only negative is, the volume of the movie!  Too loud!!",Sherryl,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Sherryl,,Fandango,22aa113f-4dd3-4e1a-b184-fc67e21a0c35,
2704,4.5,Great flying footage,George P,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 22, 2022",George P,,Fandango,0609d72f-f0e2-44a7-924e-4996c043255b,
2705,4.5,Better than the original. ,,FALSE,FALSE,FALSE,FALSE,4.5,"Jul 22, 2022",,,Flixster,d09f69a1-04ca-4e90-a224-782b4fffeb18,
2706,5,Great memories. Great movie.,RnR,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",RnR,,Fandango,ab6382fc-4007-4525-822c-43b3fcaf165d,
2707,5,"Great story, acting, action, and no foul language.",Rhoda H,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Rhoda H,,Fandango,6f38cb6a-d826-4a0b-a8eb-6ff62993a21c,
2708,4.5,It was a bit too long for me and if you aren't a person who loves violent action you may not be a fan. It did me a little time to figure out who was who from the long ago Top Gun but in the long run a very entertaining but tense flying episodes.,Gussy,FALSE,FALSE,FALSE,FALSE,4.5,"Jul 22, 2022",Gussy,,Fandango,315386fc-27b7-40da-834e-aa2eb24bc9a8,
2709,5,I enjoyed the movie.  It was action packed,Michelle J,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Michelle J,,Fandango,96122c69-b3e1-4008-975c-ddac8be72ba8,
2710,5,"Liked the ties to the previous movie
Not sure how they did the flying scenes but they were awesome
No complaints",John D,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",John D,,Fandango,4b3b37f5-db03-49af-8054-b12c95b39415,
2711,5,Great movie but I hope that’s the end of top gun.,Jeromy,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Jeromy,,Fandango,1C88A8E2-01A3-4D1D-82EE-29A78FC3139D,
2712,5,The sound was too loud!,Sharyn,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Sharyn,,Fandango,06833f4b-09bb-4f08-9a51-25b5c89e64da,
2713,4.5,better than the first,moviebuff,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 22, 2022",moviebuff,,Fandango,5b8a6e1d-b98b-4340-be9f-930fa94bd41d,
2714,5,The best movie I have seen in 5 years by far.,Peter P,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Peter P,,Fandango,B92AC93F-93D5-4EA2-8B94-366BB78B6AC2,
2715,5,"I loved the first movie, was counting the days till this movie was ready. I absolutely love it I could watch it over and over and over again and never get bored! It was a job well done!!!",Lorri,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Lorri,,Fandango,4288ede9-6962-492a-9af7-3e2e60e4cff5,
2716,5,"loved the movie, the action and the plot....however, there was only one black in the entire movie, that's unsat. Blacks makes up almost 65% of the armed forces, but never get credit for much, when we have done sooooooooo damm much for the military",JOSEPH,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",JOSEPH,,Fandango,ca445940-7f65-42e9-8a01-4737a3d8821e,
2717,3.5,Not up to all the hype,Charles,TRUE,FALSE,FALSE,FALSE,3.5,"Jul 22, 2022",Charles,,Fandango,32aa7855-aab9-4bee-a0d8-21b2594753a4,
2718,5,great story plot.....superb acting,Rick,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Rick,,Fandango,2e1863d5-c628-4996-9421-d4d95ca1f8a1,
2719,5,The filmography is super. Tie-ins to original worked very well. I'd recommend it!,RB,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",RB,,Fandango,2859ffa6-9dea-45ae-92c3-dba836aeaa46,
2720,4.5,"better than the original 
loud 
fast 

the flight sequences were all amazing and the 3rd act really just hits a homerun 

decent acting all around 

the soundscapes were amazing 

just go watch it.",lester,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 22, 2022",lester,,Fandango,5076413A-8841-4882-8098-0BEFD16E5F92,
2721,5,Great jet plane seats and emotional,Mary,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Mary,,Fandango,A6EB61AB-05E4-44E3-9985-F68ED72C2ED9,
2722,5,I loved the movie. I could watch it over and over and over again. thr wait was well worth it!!!,ADAM,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",ADAM,,Fandango,415006E3-762C-44DF-A9AC-9B1B35B0C3B5,
2723,5,Got me more teary eyed than I expected!,Kevin T,FALSE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Kevin T,/user/id/963085071,RT,963085071,
2724,4.5,Great flight fight scenes!,KJ,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 22, 2022",KJ,,Fandango,AB7064EA-1D28-4F5C-A764-593CCF104143,
2725,5,"The original story continued with out over kill, especially pleased with Ice never forgetting Maverick saving his life, and how Maverick allowed himself to be vulnerable about Top Gun, as an instructor, mean while Ice though extremely fragile showed strength with out words in the same scene. Top Gun picture of the year.. you got my vote.",Karol,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Karol,,Fandango,3d0ccbd3-8488-4cfc-8d77-227a5ac20399,
2726,4.5,"Excellent movie! Great acting!
The intense flying scenes were unbelievable but a bit dizzying to watch.",Ellen G,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 22, 2022",Ellen G,,Fandango,319f39ff-7f35-4613-b4b1-8c004395225e,
2727,5,Best movie we've seen all year.  Better than the original.  Empire Strikes back of Top Gun :)  Casting was superb.,Matthew M,FALSE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Matthew M,/user/id/978959679,RT,978959679,https://graph.facebook.com/v3.3/10218732539756898/picture
2728,5,Awesome movie! Probably the best sequel ever filmed. Better than the original.,Philip J,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Philip J,,Fandango,60d2b8a8-5e0f-46fe-978d-71b979ee970c,
2729,5,"Special effects were outstanding, a thrilling ride.",EDWARD P,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",EDWARD P,,Fandango,c86d7b19-9d28-4bcb-ba79-8c4ed3436163,
2730,4.5,Loved the entire movie.  Have watched it a couple times.,Susie V,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 22, 2022",Susie V,,Fandango,918d55f5-8307-4dc7-b9dd-f45903de19be,
2731,5,GREAT movie - loved the special effects and sounds (those I could hear - the theater air conditioner was too loud to hear some spoken parts).,Kathy,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Kathy,,Fandango,1d1f3ca3-b71a-4300-b2e2-d4c7c0bad8a9,
2732,5,"I've seen Top Gun Maverick 27 times (this afternoon) and still going. 7 times with my 7 year old daughter and my wife. Multiple times with various friends and family. It is a total masterpiece. My favorite movie ever. My favorite soundtrack of all time. Trying to enjoy it as much as possible before it leaves the big screen. I cannot imagine watching it on a small ipad screen in mono sound. That would be an insult. Saw it for the 27th time this afternoon and I still get awed by the level of inspiration it provides, totally uplifting.. It really comes down to... would you see an absolute masterpiece over and over again, picking up little distinctions each time, in total awe? or go watch that re-cycled green screen crap once? There's a reason why rotten tomatoes critics gave Top Gun Maverick 97, and the general audience gave it a 99. I truly feel bad for people that miss this experience in the theaters.",Eugene H,FALSE,FALSE,FALSE,TRUE,5,"Jul 22, 2022",Eugene H,/user/id/979658711,RT,979658711,
2733,4.5,Incredible entertainment and a technical practical film-making masterpiece.,Charles D,FALSE,FALSE,FALSE,FALSE,4.5,"Jul 22, 2022",Charles D,/user/id/979658671,RT,979658671,https://graph.facebook.com/v3.3/10227869841029840/picture
2734,5,Movie was just as good as the original.  I have seen this movie twice both time I enjoyed it.  If your a Top Gun fan a must see.,Juan,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Juan,,Fandango,4f4859f4-7b1e-425c-86dd-197ce9858aa2,
2735,5,Last night marks 3 times watching top gun maverick in theaters with different people each time. Still written so well and enjoyable each time. Would rate 20/10 if I could.,Mary,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Mary,,Fandango,44b27808-f532-48c3-bc2d-36be868cd3df,
2736,5,"It had a little action, a little love and a lot twists and turns.",pamela,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",pamela,,Fandango,29d76a07-282b-451c-ac4a-bc8d82bed9c6,
2737,5,I walked out of the theater with the same level of excitement I felt after walking out of the theater over 30 years ago,,FALSE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",,,Flixster,93ea5db0-6649-4c08-885d-aacba1e9d2e0,
2738,5,Perfection Action nice tender love story angst over loss of dear friend re-establishing a lost relationship Heroism American Style!,Anthony,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Anthony,,Fandango,3dd56625-51f9-4a3d-b6d8-40c06e808629,
2739,5,The movie was a bit predictable but overall I loved it!,Pat,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Pat,,Fandango,cd4e822e-8385-4046-a4c2-1ab8db073dfc,
2740,5,The movie was as good as I had heard it was.  Kept me interested the whole time.  I would recommend it to everyone.,Sharon Edwards,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Sharon Edwards,,Fandango,948bd492-d84b-432f-82dc-37c83688e9b4,
2741,5,"Well written 
Very exciting",Linda,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Linda,,Fandango,b6197ae3-4bdc-44b9-8ef9-81239377092e,
2742,5,Amazing. Heartfelt. Thrilling.,Teresa,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Teresa,,Fandango,8e8b3df2-f76e-4aae-81a3-5260151555ad,
2743,4,"This movie was tighter and more intense than the original, which was fun and exciting. It was nice to see a few actors return and the scene with Iceman and Maverick was poignant and lovely. 
Miles Teller was a pleasant surprise as Goose's son. Tom Cruise can't resist a little schmaltz, but Miles held his own in each cocky meets cocky moment. 
Production value was over the top!",Movie Maven,TRUE,FALSE,FALSE,FALSE,4,"Jul 22, 2022",Movie Maven,,Fandango,8fb78f4d-6ad7-4cff-88e5-a857329d0f49,
2744,5,Absolutely awesome. Laughing and crying moments throughout. Nail biting and thrills. 5 stars!,Genevieve,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Genevieve,,Fandango,7e530e1b-b91e-4f1b-9f62-4da0aa573405,
2745,5,The dog fight scenes were incredible.,Thego,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Thego,,Fandango,bef16a94-9122-4655-8f96-4913acd70e32,
2746,5,Best movie I’ve seen in theaters in a long time,David,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",David,,Fandango,ECFF9C42-6458-4B06-ACA3-DF1130DCFF82,
2747,4.5,"Awesome, did not disappoint",Tammie,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 22, 2022",Tammie,,Fandango,b54267e7-1b0f-4686-a600-c7d683ebd735,
2748,5,"Excellent! This was my third time viewing Top Gun Maverick! 
It was worth waiting to see it finally on screen! Bravo",Margaret B,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Margaret B,,Fandango,02022f77-7d88-42fa-97ff-ee1fd1cade4f,
2749,4,solid. settle down people.,Jason G,TRUE,FALSE,FALSE,FALSE,4,"Jul 22, 2022",Jason G,,Fandango,E86C7942-EF20-4409-8632-110DC9D33BA9,
2750,5,"Una película para ver en pantalla grande, aunque tiene un guion muy simple, no es una película pretenciosa, sino una que te trae los recuerdos de la película original y que en ciertos puntos la sobrepasa. Las actuaciones están bien llevadas, la ambientación muy bien y la fotografía me encantó; por supuesto que la acción es lo que mas destaca y es increíble, las escenas con los aviones son maravillosas, te sientes que acompañas a los pilotos en cada momento, esa respiración angustiada y esa sensación de peligro en cada momento se siente muy real. una película muy recomendada y casi la mejor película de acción del 2022.",Raul V,FALSE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Raul V,/user/id/979658184,RT,979658184,https://graph.facebook.com/v3.3/444784497499092/picture
2751,5,Very well done for a sequel!  Best to see on the big screen!,Shawna,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Shawna,,Fandango,970A8C03-E488-4207-B802-6010FEBC0DCE,
2752,5,Best sequel ever. Very well done.,Robert L,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Robert L,,Fandango,6ea3cb25-c0db-4ced-a9df-64609c8dcd9a,
2753,5,Like everything about it.,Jean,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Jean,,Fandango,2b92ccf5-7cfd-4902-ab8a-db90f4c0ecca,
2754,5,"Great movie, I'm glad I saw it in the theater",Michael W,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Michael W,,Fandango,6AEB7DFE-7B89-483D-8EF1-1389FD7C38FF,
2755,5,It was exciting and well done. Best movie I have seen in years,Thomas,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Thomas,,Fandango,a1c5170b-0b87-43e5-8eae-15c2489b99e2,
2756,5,"Great flick, liked how it pulled some of the old characters in. Very enjoyable, good action!",Laurie,TRUE,FALSE,FALSE,FALSE,5,"Jul 22, 2022",Laurie,,Fandango,a08e5acd-c191-4636-8a47-3c1f9bb7536e,
2757,5,The movie was awesome and Tom Cruise did not disappoint.  I loved it and it was well connected with the last Top Gun movie.,Teri Goldade,TRUE,FALSE,FALSE,FALSE,5,"Jul 21, 2022",Teri Goldade,,Fandango,5985bef5-fc4b-4753-a843-e5d458f5d293,
2758,5,Very good movie.  I liked that they brought back some of the actors from the original movie.,Lorene,TRUE,FALSE,FALSE,FALSE,5,"Jul 21, 2022",Lorene,,Fandango,50593d62-5d42-4b64-b8f8-17e9bbfed959,
2759,4.5,Top Gun has always been one of my favorite movies. Maverick was done perfectly as a sequel. Loved this movie!!,Kim B,TRUE,FALSE,FALSE,FALSE,4.5,"Jul 21, 2022",Kim B,,Fandango,7104211E-7ACE-40EF-BBF7-C372F0D134CB,
2760,4,"I didnt have high expectations for this film because of the spate of remakes and sequels. I went to see it more out of curiosity. I am glad I did. It was good, very Top Gunny! which was surprising given the horrible wokeness plaguing remakes these days. Thanks for saving the integrity of this film sequel. It was enjoyable to watch.",chris,TRUE,FALSE,FALSE,FALSE,4,"Jul 21, 2022",chris,,Fandango,C242E8ED-2B72-4ED1-A4F3-9EA754CF6669,
2761,5,"Excellent movie! I loved the first movie but I think this one tops it! The storyline, the action, the casting and acting were all perfect! I've actually become less of a TC fan over the years, partly because of things in his personal life, but for 2hr11m this movie made me forget all of that, and I was absorbed into the story! As soon as I came out of the theater, I texted family members to go see this movie! See this movie IN THE THEATER - you will not regret it!",DanaRM,TRUE,FALSE,FALSE,FALSE,5,"Jul 21, 2022",DanaRM,,Fandango,e975e557-ed3c-441d-aebe-4abfed3df6d6,
2762,5,"Liked all, especially sound",Leah,TRUE,FALSE,FALSE,FALSE,5,"Jul 21, 2022",Leah,,Fandango,3693023a-02be-4bab-8c63-6e36fde4364a,
2763,5,Great movie from the beginning to the end. No sleepy parts at all. I almost like Part 2 better than part 1,RH,TRUE,FALSE,FALSE,FALSE,5,"Jul 21, 2022",RH,,Fandango,41e47158-8007-4960-9f3c-82e0f4c864ad,
2764,5,Don't miss seeing this one on the big screen...worth it!,Michele,TRUE,FALSE,FALSE,FALSE,5,"Jul 21, 2022",Michele,,Fandango,04bda532-829e-4dd3-a256-77776ddee3db,
2765,5,"One of the best action/spectacle movies in recent years.  Is it formulaic?  Yes.  Will you care?  NOPE.  It steps up to the plate and hits a GRAND SLAM.  This is the most well done sequel since Godfather 2.  It is truly a FANTASTIC RIDE.  Strap in, take off, and do some G's.  You'll LOVE it.",Justin M,FALSE,FALSE,FALSE,FALSE,5,"Jul 21, 2022",Justin M,/user/id/821331345,RT,821331345,
2766,5,"They took a great film story and made it greater! Good story, good acting, and a ""feel good"" movie.",TomP,TRUE,FALSE,FALSE,FALSE,5,"Jul 21, 2022",TomP,,Fandango,e720658b-bb9d-418f-8733-f7ad9ea1de71,
2767,5,"I loved the action, the picture, and the music which was so perfect for each scene and was so nostalgic. It was so good to finally be able to go back to the movies after 5 years due to shootings/covid. No one, no one could make me go back other than Tom Cruise. His charisma captivates everyone!  The movies was great! I loved it!! Then I watched it again and took my teenagers who loved it as well. They want to watch it again!!",kiki,TRUE,FALSE,FALSE,FALSE,5,"Jul 21, 2022",kiki,,Fandango,44fccbe7-c983-4da3-a867-193dbdbb87a7,
2768,5,A movie in the grand tradition of great entertainment.,Excellent,FALSE,FALSE,FALSE,FALSE,5,"Jul 21, 2022",Excellent,,Fandango,35706c30-956f-495a-904c-a64d155a6e49,
